elemento;2;1;2;0
efeito;0;2;1;0
diverso;1;2;0;0
decorrência;0;1;0;4
declaração;0;0;4;0
decidir;0;2;0;1
cumprir;0;2;3;0
criminal;2;1;0;0
controvertido;0;4;0;0
contraditório;0;5;0;0
conhecido;3;0;0;0
confundir;0;4;0;0
concluir;1;2;1;0
cognitivo;2;2;0;0
atribuir;1;1;1;0
atividade;0;3;0;0
writ;0;4;0;0
vez;2;2;0;0
testemunha;0;3;1;0
tender;1;1;1;0
suscitado;1;3;0;0
salientar;0;1;1;1
responsabilidade;0;3;0;0
relacionar;0;0;0;3
regime;3;0;0;0
ramal;0;0;0;4
prévio;1;0;1;2
pressuposto;2;0;0;1
pressupor;3;1;0;0
prejudicar;1;2;0;0
plano;0;2;0;1
passível;0;0;4;0
palestra;0;0;0;3
ofensa;2;2;0;0
ocasião;0;2;2;0
locomoção;1;1;2;0
lils;0;0;0;3
inviável;1;1;0;1
investigativo;0;0;0;4
interrogatório;0;1;2;0
intenção;0;2;1;0
inimizade;1;3;0;0
inexistência;1;1;1;0
inexistir;4;0;0;0
incursão;1;3;0;0
implicar;1;2;0;1
específico;2;1;0;0
escorreito;0;1;3;0
episódio;0;0;1;3
entendimento;1;0;2;1
enfatizar;0;1;1;1
elencados;0;1;1;1
documento;0;0;2;1
determinar;1;1;1;1
deferimento;0;0;0;4
declinar;2;1;1;0
declarar;0;2;2;0
controlo;0;0;4;0
constituir;1;1;2;0
constatar;0;0;3;1
conferir;1;1;2;0
coator;3;1;0;0
caráter;1;1;1;0
captar;0;0;0;4
autorizado;0;0;0;4
are;0;2;1;0
apto;0;3;1;0
aprofundado;2;1;0;1
antecedente;1;0;3;0
amplo;0;3;0;0
aforar;0;4;0;0
afirmar;0;2;1;1
advocacia;0;0;0;3
adotado;0;0;0;4
violação;1;1;1;0
titularizado;0;0;0;3
telefone;0;0;0;3
suficiente;1;0;2;0
substituto;0;0;3;0
submetido;2;0;0;1
submeter;0;1;2;0
seguinte;0;2;1;0
revolvimento;2;1;0;0
relatório;0;1;0;2
rejeitar;2;1;0;0
regra;0;0;3;0
registro;1;0;1;1
registrar;0;3;0;0
produzir;1;2;0;0
preservação;0;0;3;0
originário;1;2;0;0
nulidade;0;2;1;0
norma;1;1;1;0
motivo;0;1;2;0
motivar;1;1;1;0
monocrático;2;0;1;0
material;1;1;1;0
manutenção;0;1;2;0
manter;1;0;1;1
liminar;0;0;3;0
liberdade;1;1;1;0
juntar;0;0;2;1
irresignação;0;1;1;1
indevido;3;0;0;0
independente;0;2;1;0
incidência;1;1;0;1
inadmissibilidade;1;2;0;0
impugnar;1;2;0;0
imperioso;0;1;2;0
idôneo;2;0;1;0
histórico;0;0;0;3
grave;0;1;2;0
fundamentação;1;0;2;0
fossar;1;1;1;0
figura;0;1;0;2
estreito;2;1;0;0
eleger;0;1;2;0
ed;0;1;2;0
diálogo;0;0;1;2
dimensão;0;2;1;0
dilma;0;0;1;2
diligência;0;2;0;1
determinação;0;2;0;1
demonstração;0;0;2;1
debate;0;1;2;0
constatação;1;0;2;0
consignar;0;0;3;0
condenatório;1;1;1;0
concreto;1;0;2;0
coação;2;0;1;0
capital;1;2;0;0
apreciado;2;0;1;0
afastar;1;1;1;0
