"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"421";421;0;4;4;4;4;4;4;4;4
"422";422;0;4;4;4;4;4;4;4;4
"423";423;0;4;4;4;4;4;4;4;4
"424";424;0;4;4;4;4;4;4;4;4
"425";425;0;4;4;4;4;4;4;4;4
"426";426;0;4;4;4;4;4;4;4;4
"427";427;0;4;4;4;4;4;4;4;4
"428";428;0;4;4;4;4;4;4;4;4
"429";429;0;4;4;4;4;4;4;4;4
"430";430;0;4;4;4;4;4;4;4;4
"431";431;0;4;4;4;4;4;4;4;4
"432";432;0;4;4;4;4;4;4;4;4
"433";433;0;4;4;4;4;4;4;4;4
"434";434;0;4;4;4;4;4;4;4;4
"435";435;0;0;0;0;0;0;0;0;2
"436";436;0;0;0;0;0;0;0;0;1
"437";437;0;0;0;0;0;0;0;0;1
"438";438;0;0;0;0;0;0;0;0;1
"439";439;0;4;4;4;4;4;4;4;4
"440";440;0;4;4;4;4;4;4;4;4
"441";441;0;4;4;4;4;4;4;4;4
"442";442;0;4;4;4;4;4;4;4;4
"443";443;0;4;4;4;4;4;4;4;4
"444";444;0;0;0;0;0;0;0;0;1
"445";445;0;4;4;4;4;4;4;4;4
"446";446;0;4;4;4;4;4;4;4;4
"447";447;0;4;4;4;4;4;4;4;4
"448";448;0;4;4;4;4;4;4;4;4
"449";449;0;0;0;0;0;0;0;0;1
"450";450;0;4;4;4;4;4;4;4;4
"451";451;0;4;4;4;4;4;4;4;4
"452";452;0;4;4;4;4;4;4;4;4
"453";453;0;0;0;0;0;0;0;0;1
"454";454;0;0;0;0;0;0;0;0;1
"455";455;0;4;4;4;4;4;4;4;4
"456";456;0;0;0;0;0;0;0;0;2
"457";457;0;4;4;4;4;4;4;4;4
"458";458;0;0;0;0;0;3;3;3;3
"459";459;0;4;4;4;4;4;4;4;4
"460";460;0;4;4;4;4;4;4;4;4
"461";461;0;0;0;0;0;0;0;0;2
"462";462;0;4;4;4;4;4;4;4;4
"463";463;0;4;4;4;4;4;4;4;4
"464";464;0;4;4;4;4;4;4;4;4
"465";465;0;0;0;0;0;0;0;0;1
"466";466;0;0;0;0;0;0;0;0;1
"467";467;0;4;4;4;4;4;4;4;4
"468";468;0;4;4;4;4;4;4;4;4
"469";469;0;4;4;4;4;4;4;4;4
"470";470;0;4;4;4;4;4;4;4;4
"471";471;0;4;4;4;4;4;4;4;4
"472";472;0;4;4;4;4;4;4;4;4
"473";473;0;0;0;0;0;3;3;3;3
"474";474;0;4;4;4;4;4;4;4;4
"475";475;0;0;0;0;0;0;0;0;0
"476";476;0;4;4;4;4;4;4;4;4
"477";477;0;0;0;0;0;0;0;0;0
"478";478;0;4;4;4;4;4;4;4;4
"479";479;0;4;4;4;4;4;4;4;4
"480";480;0;4;4;4;4;4;4;4;4
"481";481;0;0;0;0;0;0;0;0;0
"482";482;0;4;4;4;4;4;4;4;4
"483";483;0;4;4;4;4;4;4;4;4
"484";484;0;4;4;4;4;4;4;4;4
"485";485;0;4;4;4;4;4;4;4;4
"486";486;0;4;4;4;4;4;4;4;4
"487";487;0;4;4;4;4;4;4;4;4
"488";488;0;4;4;4;4;4;4;4;4
"489";489;0;4;4;4;4;4;4;4;4
"490";490;0;4;4;4;4;4;4;4;4
"491";491;0;4;4;4;4;4;4;4;4
"492";492;0;4;4;4;4;4;4;4;4
"493";493;0;4;4;4;4;4;4;4;4
"494";494;0;0;0;0;0;3;3;3;3
"495";495;0;4;4;4;4;4;4;4;4
"496";496;0;0;0;0;0;0;0;0;0
"497";497;0;4;4;4;4;4;4;4;4
"498";498;0;4;4;4;4;4;4;4;4
"499";499;0;4;4;4;4;4;4;4;4
"500";500;0;4;4;4;4;4;4;4;4
"501";501;0;4;4;4;4;4;4;4;4
"502";502;0;4;4;4;4;4;4;4;4
"503";503;0;0;0;0;0;0;0;0;1
"504";504;0;4;4;4;4;4;4;4;4
"505";505;0;4;4;4;4;4;4;4;4
"506";506;0;4;4;4;4;4;4;4;4
"507";507;0;0;0;0;0;0;0;0;0
"508";508;0;4;4;4;4;4;4;4;4
"509";509;0;4;4;4;4;4;4;4;4
"510";510;0;0;0;0;0;0;0;0;1
"511";511;0;0;0;0;0;0;0;0;1
"512";512;0;0;0;0;0;0;0;0;1
"513";513;0;4;4;4;4;4;4;4;4
"514";514;0;4;4;4;4;4;4;4;4
"515";515;0;4;4;4;4;4;4;4;4
"516";516;0;4;4;4;4;4;4;4;4
"517";517;0;4;4;4;4;4;4;4;4
"518";518;0;4;4;4;4;4;4;4;4
"519";519;0;4;4;4;4;4;4;4;4
"520";520;0;4;4;4;4;4;4;4;4
"521";521;0;4;4;4;4;4;4;4;4
"522";522;0;4;4;4;4;4;4;4;4
"523";523;0;4;4;4;4;4;4;4;4
